julian_date,filter,flux,flux_unc,proc_status_code
2458270.9641435,ZTF_g,,93.3856384194938,0
2458277.9590972,ZTF_g,,40.4682655754296,0
2458280.9208681,ZTF_g,,27.6781137469158,0
2458280.9801389,ZTF_r,,43.668164815277,0
2458283.9415162,ZTF_g,,26.4913600212559,0
2458283.9621875,ZTF_r,,31.8761829050331,0
2458286.9390278,ZTF_g,,27.556618677294,0
2458289.9624769,ZTF_r,,29.2984089599499,0
2458292.9384606,ZTF_g,,18.7355433474001,0
2458292.9817477,ZTF_r,,37.0741229284451,0
2458295.87625,ZTF_g,,80.9049733312723,0
2458298.9389815,ZTF_r,,83.953108174376,0
2458304.9109722,ZTF_r,,38.0278801306348,0
2458304.9390741,ZTF_g,,37.3322307657824,0
2458307.8996875,ZTF_r,,24.2975892745761,0
2458314.9388657,ZTF_r,,22.1999708715045,0
2458314.9617477,ZTF_g,,17.8788019850961,0
2458320.8769792,ZTF_r,,24.4579058498313,0
2458320.939375,ZTF_g,,25.7247408686313,0
2458321.8699306,ZTF_i,-42.310361990239,25.4854081578706,0
2458323.9190278,ZTF_g,,34.8747007061928,0
2458323.9615625,ZTF_r,,22.1495968871428,0
2458326.8977662,ZTF_r,,122.777816154939,0
2458326.9790741,ZTF_g,,88.4038822235401,0
2458334.8328009,ZTF_g,,35.7063148145488,0
2458334.8712731,ZTF_r,,31.5248864345657,0
2458337.8347106,ZTF_r,,22.5317041900124,0
2458337.9459375,ZTF_i,-90.3384336014572,22.092145661242,0
2458340.8741667,ZTF_g,,21.9195534177443,0
2458340.8938773,ZTF_r,,29.2606566139683,0
2458343.8772106,ZTF_g,,19.7478720982439,0
2458344.8146296,ZTF_i,-126.975294856805,33.6383003798365,0
2458346.8768981,ZTF_r,,22.6508847053089,0
2458349.8130903,ZTF_r,,29.615274647468,0
2458349.8560995,ZTF_g,,19.9967173737541,0
2458351.8345486,ZTF_i,-96.7229568173186,23.1575023224216,0
2458352.7928935,ZTF_r,,,"57,61"
2458352.8354051,ZTF_g,,,"57,61"
2458358.8984606,ZTF_r,,137.437481659188,0
2458361.8563426,ZTF_i,-76.4476847642613,31.8947907941597,0
2458361.8779861,ZTF_g,,54.0067405881213,0
2458362.8853241,ZTF_r,0.0,37.1789433548108,0
2458364.7719097,ZTF_g,,17.8440055061915,0
2458364.8477199,ZTF_r,,26.5243142739403,0
2458365.814456,ZTF_i,-123.185928741625,38.7837912899822,0
2458367.7941782,ZTF_g,,31.0302763604063,0
2458367.815,ZTF_r,,31.9970790776208,0
2458369.8362037,ZTF_i,2.5370435408874,22.9077148353917,0
2458370.7927778,ZTF_r,,29.5566150421258,0
2458370.8487731,ZTF_g,,28.378628807232,0
2458373.7942361,ZTF_r,,33.4749263787651,0
2458373.8358912,ZTF_i,203.451066120442,37.8439389143956,0
2458373.8566088,ZTF_g,,29.2315311935323,0
2458376.7935764,ZTF_g,,27.2293541507941,0
2458376.8360995,ZTF_r,,33.9602803270372,0
2458377.8150694,ZTF_i,321.388790529361,39.611962465784,0
2458379.7937963,ZTF_r,,39.2834196058768,0
2458379.8336806,ZTF_g,,35.4156708883161,0
2458382.7512616,ZTF_g,,,"56,57"
2458382.8135532,ZTF_r,,,"56,57"
2458388.7936921,ZTF_g,,,"56,57"
2458390.7912731,ZTF_i,,,"56,57"
2458400.7356481,ZTF_i,117.142923144309,27.795256966853,0
2458424.6681019,ZTF_g,,46.2881281471321,0
2458424.7217477,ZTF_i,21.7470110947146,75.5248778055684,0
2458424.7317245,ZTF_r,,89.9295234567531,0
2458427.6703472,ZTF_g,,48.2084341673047,0
2458430.6471528,ZTF_g,,30.9128659912517,0
2458430.6698611,ZTF_r,,34.6711440511054,0
2458433.668206,ZTF_g,,34.0646593829782,0
2458434.7169097,ZTF_i,20.1162785476662,56.9160595731461,0
2458436.6613542,ZTF_g,,87.0223682476333,0
2458443.6399421,ZTF_r,243.5577069279028,59.8095830167976,0
2458443.6404051,ZTF_r,,56.7431401482239,0
2458457.6234144,ZTF_g,,66.9524163981532,0
2458469.6450231,ZTF_g,,61.7047532512351,0
2458482.6065046,ZTF_g,,68.3945967154731,0
2458491.589294,ZTF_r,,57.8029223412328,0
2458491.5941667,ZTF_r,,54.9314144760489,0
2458491.5990394,ZTF_r,,70.2722888045081,0
2458493.5847917,ZTF_r,,157.155940790331,0
2458493.5895833,ZTF_r,,117.33506460845,0
2458493.5943634,ZTF_r,,83.5501076567693,0
2458493.5991551,ZTF_r,,105.502375917691,0
