julian_date,filter,flux,flux_unc,proc_status_code
2458204.6537616,ZTF_g,195.14971294151,92.942245060444,0
2458344.9836921,ZTF_g,,,61
2458350.966331,ZTF_g,46.0864426413175,18.4324468044107,0
2458351.0069907,ZTF_r,114.8746077849956,36.0591899036834,0
2458355.9806944,ZTF_r,229.7683118320046,47.1489618358055,0
2458358.9628588,ZTF_r,-165.78811457494743,61.870695326948,0
2458361.9783218,ZTF_g,-32.4218521460011,54.1555428556579,0
2458362.0057639,ZTF_r,91.9307437048704,51.678986036,0
2458364.9644444,ZTF_g,-12.2304985529733,43.7981918754424,0
2458365.0097917,ZTF_r,230.58891034540062,46.6162700160388,0
2458367.9621065,ZTF_g,-28.192775761807,21.4380567128917,0
2458368.0165741,ZTF_r,-114.19213309232539,27.4612903196974,0
2458370.9609028,ZTF_g,-95.7238485964472,22.2123201831166,0
2458371.0179514,ZTF_r,-131.3186088227124,24.2529219773885,0
2458373.998206,ZTF_r,-119.21508639714541,22.0054440501444,0
2458374.0197917,ZTF_g,-27.2850359793192,33.7109951074964,0
2458376.9828704,ZTF_g,-21.2283039205194,18.2992853536841,0
2458377.0049769,ZTF_r,4.6406445780295975,23.455800555074,0
2458379.9991667,ZTF_g,45.2803887047065,19.9140264852671,0
2458380.0038657,ZTF_r,33.3381188224563,26.3362768850188,0
2458382.9618403,ZTF_g,23.9973194247866,20.2275209689934,0
2458383.0181019,ZTF_r,95.56467892754969,21.3501998574965,0
2458384.9228704,ZTF_g,-132.958964449058,65.2231701310042,0
2458384.9335185,ZTF_g,0.0,51.0841781592103,0
2458385.9588773,ZTF_g,-6.30233590155121,60.9661065192685,0
2458386.0206481,ZTF_r,-27.4242159535617,40.2985627230083,0
2458386.8955787,ZTF_r,174.72767508143357,64.0984513841146,0
2458386.8960301,ZTF_r,-199.5420761180157,62.4947784159219,0
2458388.9588773,ZTF_g,-41.1697143664818,57.1414564042653,0
2458397.9573495,ZTF_r,-151.5523399016584,18.5286991704822,0
2458422.8637153,ZTF_r,-277.4329136778074,57.4193511518308,0
2458422.9403472,ZTF_g,56.1819929670727,38.3316313314564,0
2458425.915544,ZTF_g,-51.7499168304082,26.1947074029455,0
2458425.9201852,ZTF_r,-16.784594087853804,31.0259584416771,0
2458427.8736343,ZTF_g,-71.4229177177566,40.5958176549415,0
2458427.8740856,ZTF_g,-140.5981119845451,49.507007325922,0
2458428.8341435,ZTF_g,14.4439176757074,18.2200196721975,0
2458428.870625,ZTF_r,-61.361207525407195,27.092008138173,0
2458429.8603588,ZTF_r,17.885457469213996,22.3957605972976,0
2458429.8840741,ZTF_r,64.1641058920591,26.6753911399894,0
2458430.8557639,ZTF_g,96.5301437810887,16.9752459209105,0
2458430.8580556,ZTF_g,70.6542993671381,20.9285802606374,0
2458431.8780093,ZTF_r,185.35821061874861,76.2658397994746,0
2458431.9351852,ZTF_g,4.24936795443624,35.8611787800466,0
2458432.8516667,ZTF_r,217.9909358043226,36.4298953442362,0
2458432.8707755,ZTF_r,-1.9210580306784024,32.4388840221413,0
2458434.85375,ZTF_r,68.10671538116159,47.0527110044323,0
2458434.9163426,ZTF_g,-0.675925995206552,34.7593355909521,0
2458436.846088,ZTF_r,-78.7422239295904,58.3663447481281,0
2458436.8465394,ZTF_r,189.8632694919663,59.8066245413678,0
2458437.857963,ZTF_r,-20.249885903254103,31.6680365090534,0
2458437.9320255,ZTF_g,22.7323254198073,31.072535529829,0
2458438.9110417,ZTF_g,58.8738391186468,21.6397615100448,0
2458438.9316782,ZTF_g,29.628286232123997,26.2238604118001,0
2458439.7996181,ZTF_r,-4.640644578029601,34.4826830024102,0
2458439.8052083,ZTF_r,0.0,35.6520400737281,0
2458439.9569097,ZTF_g,65.9111685483121,21.9938852974617,0
2458440.0329051,ZTF_g,-33.353513965569704,28.3722173907322,0
2458440.8985185,ZTF_g,3.59513598764246,23.1244151540879,0
2458441.8445949,ZTF_r,-7.909480388161299,37.0916154161079,0
2458442.8300694,ZTF_r,502.1147473997323,129.489031546459,0
2458443.8084491,ZTF_g,19.782757851823,78.4801565988042,0
2458443.8223958,ZTF_g,69.2790580589554,56.5600637973194,0
2458443.8237847,ZTF_g,129.18126913573758,55.836822880857,0
2458443.8892361,ZTF_r,-40.462747265732304,45.2548466776829,0
2458447.8767014,ZTF_r,193.2707235006576,84.5012171441417,0
2458447.8940972,ZTF_r,350.1120765510506,99.4211703627553,0
2458448.921412,ZTF_r,264.5369809126146,56.9065951649533,0
2458448.921875,ZTF_r,223.8702243489173,63.6647697725582,0
2458449.8865972,ZTF_r,229.5378817456966,55.1299326836844,0
2458449.8939583,ZTF_r,358.6191830581883,53.8206759932974,0
2458450.8753356,ZTF_r,675.8698256699176,38.2721602934848,0
2458450.9191667,ZTF_g,270.062878153339,52.2506630929897,0
2458456.7329861,ZTF_r,1048.7746962793706,42.1545478940003,0
2458456.7748495,ZTF_r,1179.5034261322605,33.6481155660412,0
2458462.8127894,ZTF_r,978.0507473701537,37.9219052798015,0
2458462.8521296,ZTF_g,1235.1792569607,30.7415191885949,0
2458466.8108681,ZTF_g,1195.79492087912,31.6990061470109,0
2458466.8164583,ZTF_r,1028.7165837830396,39.8804360715893,0
2458469.6747454,ZTF_g,1055.2098389201,41.13044600694,0
2458472.7479745,ZTF_g,1172.73869261418,74.3342203971124,0
2458472.7728009,ZTF_r,1466.2578325893205,55.9547355132402,0
2458476.8155556,ZTF_r,872.1113986059396,134.924053584629,0
2458480.7720833,ZTF_g,390.550551459745,33.8959367979105,0
2458480.794375,ZTF_r,813.0612199669166,43.2729649555086,0
2458487.728287,ZTF_g,332.194454491489,27.4785449409093,0
2458490.7291667,ZTF_r,903.1096690281246,32.6234831582105,0
2458493.7258912,ZTF_g,21.6290153713364,24.628685110246,0
2458493.7653935,ZTF_r,597.6488837032687,28.9515850534007,0
2458495.7453009,ZTF_g,187.445510587354,25.0520112610546,0
2458503.7276042,ZTF_g,207.851571602452,137.674915712781,0
2458503.7545602,ZTF_r,307.5168028037526,109.062589170287,0
2458505.7216898,ZTF_g,-234.277089891393,92.8128162926716,0
2458505.7253472,ZTF_g,337.3366959513409,133.333243599635,0
2458506.7324884,ZTF_r,353.1922550685856,63.4495637590913,0
2458509.688831,ZTF_g,70.3831947285217,36.2656425471915,0
2458509.7538889,ZTF_r,425.67855078923463,45.7251181742995,0
2458514.6325579,ZTF_r,203.8190612823276,22.1392876857034,0
2458514.705787,ZTF_g,196.982431369738,23.6852803342945,0
2458523.6290741,ZTF_g,184.624490945892,28.0108612257723,0
2458523.6823264,ZTF_r,239.1398615175146,25.7861626389436,0
2458534.6666435,ZTF_g,85.4631779150292,93.6176853717668,0
2458534.6919444,ZTF_r,319.2818157612056,93.4934311646495,0
2458538.6526042,ZTF_r,177.70336481436158,99.7907303463062,0
2458542.6352199,ZTF_g,48.6791987512054,21.1874938134363,0
2458547.6282523,ZTF_r,198.1573819725876,26.7538742447777,0
2458547.7119097,ZTF_g,251.967227850005,46.4832165649433,0
2458557.6507176,ZTF_g,27.0017755924521,122.722185957477,0
2458557.7042361,ZTF_r,57.1921508858819,126.398973905407,0
2458561.6939815,ZTF_g,103.101170959418,119.17302413291,0
2458574.6312384,ZTF_r,203.27330087838158,62.391305974476,0
